nombre,dia,horario,cupo_disponible,requiere_talle,visitantes
Tirolesa,2025-10-20,10:00,5,True,
Tirolesa,2025-10-20,10:10,10,True,
Tirolesa,2025-10-20,14:00,10,True,
Tirolesa,2025-10-20,16:00,10,True,
Tirolesa,2025-10-21,16:00,10,True,
Tirolesa,2025-10-21,14:00,10,True,
Tirolesa,2025-10-22,14:00,10,True,
Tirolesa,2025-10-23,14:00,10,True,
Tirolesa,2025-10-24,16:00,10,True,
Tirolesa,2025-10-25,14:00,10,True,
Tirolesa,2025-10-26,14:00,10,True,
Tirolesa,2025-10-27,14:00,10,True,
Safari,2025-10-20,11:00,8,False,
Safari,2025-10-20,15:00,8,False,
Safari,2025-10-20,17:00,8,False,
Safari,2025-10-21,17:00,8,False,
Safari,2025-10-22,17:00,8,False,
Safari,2025-10-23,17:00,8,False,
Safari,2025-10-24,17:00,8,False,
Safari,2025-10-25,17:00,8,False,
Safari,2025-10-25,18:00,8,False,
Safari,2025-10-26,17:00,8,False,
Safari,2025-10-27,17:00,8,False,
Palestra,2025-10-20,09:00,11,True,43926820
Palestra,2025-10-20,13:00,12,True,
Palestra,2025-10-20,18:00,12,True,
Palestra,2025-10-22,18:00,12,True,
Palestra,2025-10-21,18:00,12,True,
Palestra,2025-10-23,18:00,12,True,
Palestra,2025-10-24,18:00,12,True,
Palestra,2025-10-25,18:00,12,True,
Palestra,2025-10-26,18:00,12,True,
Palestra,2025-10-27,18:00,12,True,
Jardinería,2025-10-20,12:00,11,False,43920012
